feature_id, dup_id, rank, sim
394920,332254,17,0.1552
378528,197345,1,0.5795
376807,329300,1,0.3171
364870,209870,5,0.2987
363984,286294,1,0.3410
353263,286294,1,0.6412
344748,338459,5,0.2396
343755,163341,5,0.3036
238186,168204,8,0.1806
224119,349771,9,0.1655
