Doc_i;ID_i;Doc_j;ID_j;Cosine Similarity
1233;13127;1234;13129;0,5467813
1233;13127;1279;15106;0,5073543
1243;13435;2850;61100;0,5890583
1256;13909;1257;13910;0,548007
1256;13909;1929;11833;0,5388828
1260;13963;1888;2719;0,512777
1265;14187;1279;15106;0,5078196
1265;14187;1614;35329;0,5497966
1268;14399;1452;22269;0,5122246
1271;14720;1282;15401;0,5073833
1272;14722;1392;20072;0,5907442
1272;14722;2042;19621;0,6165329
1272;14722;2120;22282;0,5231571
1272;14722;2271;28683;0,5650001
1275;14820;1282;15401;0,5002666
1275;14820;1386;19861;0,5164106
1275;14820;1585;32260;0,537954
1279;15106;1307;16870;0,5081695
1279;15106;1309;17007;0,6754168
1279;15106;1918;10501;0,5729138
1279;15106;1941;12562;0,5058824
1292;16130;1386;19861;0,5198975
1292;16130;1427;20900;0,5125
1307;16870;1309;17007;0,5581505
1309;17007;1918;10501;0,5427992
1310;17051;1347;18663;0,5560046
1310;17051;3053;78464;0,5722018
1313;17184;2184;25454;0,5314645
1315;17280;2341;32492;0,5236523
1316;17411;1383;19798;0,5432205
1320;17501;2617;42964;0,5272016
1320;17501;3548;136361;0,5405648
1326;17537;1939;12487;0,5110348
1333;17900;1334;17901;0,8630786
1335;17937;1355;18842;0,5771962
1335;17937;1614;35329;0,5155368
1337;18234;2052;19967;0,5045691
1344;18516;1831;151437;0,5043997
1347;18663;3053;78464;0,5604884
1349;18761;2020;18762;0,5647333
1352;18802;1525;26936;0,535437
1352;18802;2234;26926;0,5179803
1354;18832;1392;20072;0,5653174
1354;18832;2042;19621;0,5942249
1354;18832;2120;22282;0,5467653
1354;18832;2271;28683;0,5126899
1354;18832;2925;67152;0,5435967
1355;18842;1614;35329;0,6789531
1360;19033;2297;30393;0,5325343
1361;19034;2919;66728;0,5407572
1361;19034;3801;173804;0,5748957
1364;19077;1386;19861;0,5655091
1364;19077;1409;20505;0,5763045
1384;19843;1518;26583;0,5565536
1386;19861;1408;20492;0,5004151
1386;19861;1430;20943;0,5305583
1386;19861;1479;24209;0,5100417
1386;19861;1559;30225;0,5085317
1386;19861;1575;31786;0,5240945
1386;19861;1602;34885;0,5525818
1392;20072;2042;19621;0,7802872
1392;20072;2120;22282;0,7125186
1392;20072;2123;22466;0,5181506
1392;20072;2271;28683;0,7080566
1392;20072;2925;67152;0,5793616
1397;20227;2099;21217;0,5282411
1397;20227;3500;131025;0,5070887
1403;20368;2067;20359;0,5611542
1408;20492;1602;34885;0,5679181
1416;20614;1446;21838;0,508961
1417;20635;2184;25454;0,5775454
1418;20636;2184;25454;0,5220084
1430;20943;1575;31786;0,5746127
1430;20943;1602;34885;0,5656424
1431;20982;2512;37725;0,5006076
1434;21218;2167;24893;0,6224815
1434;21218;2299;30491;0,531952
1443;21712;1444;21779;0,5634209
1446;21838;1534;27724;0,5217616
1446;21838;1892;4751;0,5258446
1446;21838;2058;20147;0,5066734
1446;21838;2687;49555;0,5634128
1447;21958;2566;40668;0,5664207
1451;22205;1467;23210;0,5785739
1451;22205;1474;23741;0,5324518
1451;22205;1499;26069;0,521224
1457;22618;4057;207120;0,515839
1457;22618;4119;215743;0,7150176
1462;22991;1518;26583;0,5005609
1470;23515;2792;56680;0,5282082
1479;24209;1602;34885;0,5246598
1486;24785;4089;209733;0,5023561
1487;24786;4089;209733;0,6143786
1492;25191;2064;20259;0,609002
1492;25191;2502;37182;0,514487
1492;25191;3038;77166;0,5021063
1509;26476;3381;118181;0,5317485
1510;26483;2881;64251;0,5213588
1510;26483;3247;101497;0,5120386
1518;26583;1602;34885;0,5090848
1525;26936;2234;26926;0,5707269
1525;26936;2542;39542;0,7514355
1525;26936;3782;169929;0,7256081
1529;27210;2570;40898;0,5033171
1534;27724;3259;102564;0,5440257
1537;27893;2162;24661;0,5523683
1538;27913;1595;33751;0,5621768
1538;27913;2040;19616;0,5528197
1538;27913;2892;64951;0,5778162
1540;28040;1609;35019;0,5951814
1540;28040;2970;70861;0,5203541
1542;28254;1602;34885;0,5658635
1545;28623;1589;33196;0,535234
1545;28623;2292;29856;0,5285934
1545;28623;2856;61776;0,5491801
1545;28623;3036;76759;0,5476227
1545;28623;3630;148771;0,5352675
1547;28809;1548;28810;0,9408899
1547;28809;1962;14385;0,5284582
1548;28810;1962;14385;0,5508946
1555;29711;2042;19621;0,5115628
1559;30225;1575;31786;0,5472105
1559;30225;1602;34885;0,5989791
1559;30225;2240;27126;0,5719281
1561;30360;2162;24661;0,5122859
1575;31786;1585;32260;0,5066349
1575;31786;1602;34885;0,5995112
1575;31786;2240;27126;0,5125235
1585;32260;1602;34885;0,5563735
1589;33196;1830;149252;0,5498641
1589;33196;2292;29856;0,5876333
1589;33196;2411;35577;0,5477497
1589;33196;2856;61776;0,6153198
1589;33196;3036;76759;0,6005684
1589;33196;3630;148771;0,5622348
1589;33196;4070;208888;0,5315055
1595;33751;2040;19616;0,570549
1595;33751;2892;64951;0,5664291
1602;34885;2240;27126;0,5530312
1608;34990;1618;36216;0,5347995
1608;34990;2987;72440;0,6210301
1612;35133;2390;35132;0,7859827
1625;37058;2550;40044;0,5517399
1628;37323;1646;39953;0,5255744
1628;37323;2552;40067;0,5121763
1628;37323;2562;40545;0,5165899
1628;37323;2675;48161;0,5419186
1636;38615;2516;37946;0,5441146
1636;38615;2900;65291;0,5402064
1636;38615;2939;68083;0,604481
1636;38615;3103;84840;0,5467273
1640;39533;3208;97461;0,5316661
1640;39533;3485;129186;0,5323114
1646;39953;2552;40067;0,5598012
1646;39953;2562;40545;0,5302623
1646;39953;3109;86078;0,5501766
1652;41482;1718;60368;0,6023798
1652;41482;2756;54668;0,5316418
1658;42157;2838;60535;0,5223485
1658;42157;2988;72491;0,5192567
1658;42157;3476;127810;0,577656
1658;42157;3540;135747;0,522967
1658;42157;3680;154125;0,5330219
1670;45174;2285;29604;0,6052704
1670;45174;2618;43165;0,669417
1670;45174;2767;55455;0,6347753
1670;45174;3072;81781;0,5223528
1670;45174;3120;87536;0,709539
1670;45174;3211;97640;0,5406498
1670;45174;3408;120554;0,5157777
1670;45174;3640;149707;0,5672202
1670;45174;3697;156202;0,599376
1685;50496;2792;56680;0,544294
1694;52229;1701;55428;0,5624213
1695;52231;3120;87536;0,515745
1695;52231;3211;97640;0,6090686
1696;53050;2939;68083;0,5209237
1696;53050;3103;84840;0,5077487
1705;55914;3422;123010;0,5214683
1712;57866;2418;35585;0,5320335
1712;57866;2671;47939;0,5342843
1713;58118;2166;24886;0,6320344
1714;58940;3184;94286;0,6165333
1714;58940;3288;104250;0,5059055
1714;58940;3395;119413;0,5778029
1718;60368;2065;20323;0,5165572
1718;60368;2756;54668;0,5700242
1718;60368;3477;127969;0,5102286
1726;68492;2668;47854;0,5546599
1726;68492;2752;54470;0,5916756
1732;74042;2286;29611;0,523076
1744;93002;1811;133840;0,5064514
1744;93002;3564;137939;0,551252
1759;100544;3278;103701;0,5724276
1759;100544;3651;151223;0,5044023
1761;101092;2065;20323;0,501509
1766;105570;2868;62964;0,529781
1766;105570;3872;185557;0,5190399
1768;107894;3270;103461;0,6461164
1778;118550;3971;199317;0,5599874
1782;120544;3923;193944;0,5016001
1786;124014;2887;64540;0,6142536
1787;124948;3447;125306;0,6228677
1788;125226;3450;125397;0,5016716
1802;133461;1877;204345;0,5328143
1803;133514;3416;122570;0,5399946
1816;136002;3397;119651;0,5276215
1822;142026;3127;88400;0,5493968
1823;142336;1831;151437;0,5317025
1828;147858;3633;149013;0,6181923
1828;147858;3955;197908;0,5618317
1830;149252;2292;29856;0,6187717
1830;149252;2411;35577;0,5977948
1830;149252;2856;61776;0,6686092
1830;149252;2988;72491;0,6798599
1830;149252;3036;76759;0,6339723
1830;149252;3630;148771;0,5975043
1830;149252;3663;152484;0,5017298
1830;149252;4070;208888;0,5013825
1831;151437;2552;40067;0,5105518
1831;151437;4044;206437;0,5991623
1831;151437;4121;215991;0,5165303
1853;172974;3759;166844;0,583693
1867;184321;3669;153331;0,6224355
1877;204345;4103;212595;0,5483041
1878;206517;4046;206516;0,825201
1880;217126;2774;56027;0,5079287
1883;218936;3241;100820;0,5048374
1884;218979;4141;219124;0,5001675
1896;6690;1997;17439;0,5165668
1896;6690;2181;25449;0,504033
1913;9940;2032;19229;0,5466392
1922;11323;1932;11960;0,5908208
1924;11423;2290;29852;0,5724933
1927;11625;1982;16525;0,5443378
1927;11625;2157;24123;0,5202667
1927;11625;2672;47966;0,5146688
1927;11625;2774;56027;0,6157477
1927;11625;4141;219124;0,5028473
1929;11833;1958;13912;0,5516198
1929;11833;2543;39601;0,5229096
1952;13352;2340;32439;0,722348
1952;13352;3430;123832;0,5607681
1959;13989;1986;16638;0,5083648
1962;14385;3588;141416;0,5110366
1965;14622;2151;23545;0,5385916
1973;15649;2237;26977;0,5347708
1976;15805;3175;92384;0,553458
1985;16636;2042;19621;0,5376566
1986;16638;2181;25449;0,5136666
1997;17439;2181;25449;0,6338277
1997;17439;2939;68083;0,549669
1997;17439;3103;84840;0,5131093
1998;17638;2280;29429;0,5041979
1998;17638;2566;40668;0,6023412
2026;19057;2111;21871;0,6320864
2028;19120;2717;51641;0,5207383
2040;19616;2892;64951;0,5087657
2042;19621;2043;19622;0,5522165
2042;19621;2120;22282;0,7392496
2042;19621;2123;22466;0,5873014
2042;19621;2271;28683;0,7238834
2042;19621;2925;67152;0,6175085
2043;19622;2271;28683;0,5162813
2064;20259;2114;21930;0,5739186
2064;20259;2502;37182;0,5385763
2064;20259;3038;77166;0,5370301
2064;20259;3174;92095;0,5199426
2064;20259;3804;174083;0,5267442
2076;20613;2376;34599;0,5151535
2082;20734;2083;20735;0,6163789
2095;21065;2096;21069;0,6216366
2114;21930;2502;37182;0,5028284
2114;21930;3038;77166;0,54257
2120;22282;2271;28683;0,6591944
2120;22282;2925;67152;0,575685
2143;23125;2937;68056;0,5798045
2166;24886;2345;33096;0,5731307
2177;25444;2179;25446;0,5332955
2178;25445;2179;25446;0,6063054
2179;25446;2180;25447;0,5232682
2179;25446;2187;25548;0,502697
2181;25449;2184;25454;0,5814186
2181;25449;2185;25455;0,5868175
2181;25449;2192;25554;0,5150889
2181;25449;2939;68083;0,5136386
2182;25451;2194;25556;0,5474375
2184;25454;2185;25455;0,5120882
2187;25548;2188;25549;0,5978812
2187;25548;2190;25552;0,5957871
2187;25548;2192;25554;0,6751989
2187;25548;2193;25555;0,6277975
2187;25548;2194;25556;0,5756133
2187;25548;2199;25726;0,5595001
2188;25549;2190;25552;0,5758954
2188;25549;2192;25554;0,6526559
2188;25549;2193;25555;0,5324598
2188;25549;2194;25556;0,5563952
2188;25549;2199;25726;0,5678607
2189;25551;2190;25552;0,54443
2190;25552;2192;25554;0,65037
2190;25552;2193;25555;0,5305948
2190;25552;2194;25556;0,5544465
2192;25554;2193;25555;0,6013173
2192;25554;2194;25556;0,6283481
2192;25554;2199;25726;0,5327373
2193;25555;2194;25556;0,5126286
2194;25556;2199;25726;0,5021693
2232;26852;2931;67464;0,5384573
2238;27004;2264;28260;0,5486464
2238;27004;2525;38301;0,5549669
2264;28260;2525;38301;0,5565189
2271;28683;2925;67152;0,5403157
2276;29294;2348;33296;0,5086211
2280;29429;2566;40668;0,591824
2283;29542;3321;107880;0,5325318
2285;29604;2618;43165;0,7906181
2285;29604;2767;55455;0,6056002
2285;29604;3072;81781;0,6471062
2285;29604;3120;87536;0,7457507
2285;29604;3211;97640;0,6079717
2285;29604;3408;120554;0,6477619
2285;29604;3640;149707;0,6494151
2285;29604;3697;156202;0,515021
2287;29707;3471;127062;0,5638562
2287;29707;3570;138640;0,5158764
2287;29707;3762;167262;0,5891762
2287;29707;3769;168898;0,5587265
2292;29856;2411;35577;0,614234
2292;29856;2490;36520;0,5817225
2292;29856;2579;41091;0,5060018
2292;29856;2856;61776;0,6849104
2292;29856;3036;76759;0,6664128
2292;29856;3630;148771;0,633541
2292;29856;4070;208888;0,521095
2312;31091;2317;31230;0,5506064
2324;31764;2345;33096;0,5364133
2338;32259;3427;123344;0,5262573
2340;32439;3430;123832;0,557996
2345;33096;2709;50498;0,6428336
2346;33162;3787;170862;0,5333265
2376;34599;4102;212098;0,5120208
2391;35138;2642;45857;0,5558137
2411;35577;2490;36520;0,5135277
2411;35577;2856;61776;0,6692892
2411;35577;3036;76759;0,6287737
2411;35577;3630;148771;0,5900573
2411;35577;4070;208888;0,5037407
2425;35596;2516;37946;0,5065746
2425;35596;2939;68083;0,5176477
2426;35597;2427;35598;0,5944421
2426;35597;2939;68083;0,5423717
2427;35598;2939;68083;0,5652625
2427;35598;3103;84840;0,5212883
2428;35599;2450;35646;0,5279478
2430;35604;3684;155453;0,541436
2435;35613;3743;163824;0,5655962
2452;35650;4004;201873;0,5859221
2477;36051;2618;43165;0,5110416
2477;36051;3120;87536;0,5204644
2490;36520;2856;61776;0,5369537
2490;36520;3036;76759;0,5194553
2515;37943;2518;37950;0,520121
2516;37946;2939;68083;0,6138638
2542;39542;3782;169929;0,5989431
2552;40067;2562;40545;0,6460677
2552;40067;2675;48161;0,6218583
2552;40067;3109;86078;0,6975074
2552;40067;3150;90346;0,5679076
2552;40067;3638;149600;0,5036985
2562;40545;2675;48161;0,5821525
2562;40545;3109;86078;0,5918894
2562;40545;3150;90346;0,5378567
2562;40545;3638;149600;0,5261082
2576;41015;2775;56064;0,5104843
2605;42122;2970;70861;0,6230279
2607;42200;2741;53828;0,5037507
2611;42462;3038;77166;0,6324139
2618;43165;2767;55455;0,6309493
2618;43165;3072;81781;0,6204164
2618;43165;3120;87536;0,7394083
2618;43165;3211;97640;0,5919977
2618;43165;3408;120554;0,6112454
2618;43165;3640;149707;0,6424251
2618;43165;3697;156202;0,5458784
2619;43201;2690;49603;0,5036066
2619;43201;3460;126120;0,5084062
2630;44495;3969;199123;0,5261167
2646;46225;3058;79180;0,5345644
2657;46813;2974;71251;0,6809652
2663;47290;2812;58049;0,5231387
2668;47854;2752;54470;0,6242534
2668;47854;4004;201873;0,5514799
2675;48161;2688;49557;0,6775582
2675;48161;3109;86078;0,5359876
2675;48161;3150;90346;0,5667415
2675;48161;3638;149600;0,5542398
2702;50078;2774;56027;0,5069981
2717;51641;2867;62946;0,5947275
2717;51641;3061;79498;0,7238683
2717;51641;3105;85270;0,7356835
2717;51641;3434;124186;0,6807114
2717;51641;3543;136036;0,5933256
2717;51641;3928;194530;0,5667364
2717;51641;4000;201731;0,6325371
2747;54123;2878;63997;0,6463656
2752;54470;3460;126120;0,509649
2756;54668;3477;127969;0,5079228
2767;55455;3120;87536;0,6341718
2767;55455;3408;120554;0,5499842
2767;55455;3640;149707;0,6799613
2770;55612;4004;201873;0,5547995
2771;55647;3405;120076;0,518688
2771;55647;3753;166376;0,5212182
2774;56027;4141;219124;0,5216147
2809;57728;2872;63467;0,6325608
2810;57798;3938;196075;0,5771431
2815;58240;2936;67974;0,5638579
2815;58240;3321;107880;0,5979974
2815;58240;3334;108928;0,5343867
2822;58633;2845;60862;0,5300694
2830;59263;3815;176129;0,5383853
2845;60862;3142;89852;0,5007262
2852;61305;3738;162906;0,5655093
2854;61430;3290;104353;0,5680331
